pygame 2.5.2 (SDL 2.28.3, Python 3.11.5)
Hello from the pygame community. https://www.pygame.org/contribute.html
closing 'properly' ??
         508710 function calls (500427 primitive calls) in 1.845 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 :1(WangSetAttributes)
        1    0.000    0.000    0.000    0.000 uniform.py:218(UniformBlock)
       15    0.000    0.000    0.000    0.000 inspect.py:2739(name)
        1    0.000    0.000    0.000    0.000 :1(WangColorAttributes)
        1    0.000    0.000    0.000    0.000 __init__.py:536(UniformTextureSequence)
        4    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        3    0.000    0.000    0.000    0.000 inspect.py:1947(_signature_get_user_defined_method)
        1    0.000    0.000    0.000    0.000 __init__.py:487(HTMLLabel)
        1    0.000    0.000    0.000    0.000 layer.py:148(ImageLayer)
        1    0.000    0.000    0.000    0.000 base.py:199(RelativeAxis)
        1    0.000    0.000    0.000    0.000 :1(PointAttributes)
        1    0.000    0.000    0.000    0.000 Image.py:3500(Exif)
        1    0.000    0.000    0.000    0.000 constraints.py:769(RatchetJoint)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1977(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:971(absolute)
        3    0.000    0.000    0.000    0.000 dataclasses.py:1043(<listcomp>)
        3    0.000    0.000    0.000    0.000 dyld.py:92(dyld_executable_path_search)
        1    0.000    0.000    0.000    0.000 base.py:133(Control)
       10    0.000    0.000    0.000    0.000 enum.py:1249(value)
        1    0.000    0.000    0.000    0.000 :1(PolylineAttributes)
        3    0.000    0.000    0.000    0.000 dataclasses.py:346(__init__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:724(SupportsIndex)
        2    0.000    0.000    0.000    0.000 _compiler.py:405(_generate_overlap_table)
       14    0.000    0.000    0.000    0.000 typing_extensions.py:663(<genexpr>)
        1    0.000    0.000    0.000    0.000 quartz.py:142(QuartzFont)
        1    0.000    0.000    0.000    0.000 <attrs generated init pytiled_parser.tiled_object.Text>:1(<module>)
        1    0.000    0.000    0.000    0.000 _compat.py:89(set_closure_cell)
        1    0.000    0.000    0.000    0.000 __init__.py:1592(TextureArray)
        1    0.000    0.000    0.000    0.000 base.py:540(Controller)
        2    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 util.py:140(__init__)
        1    0.000    0.000    0.000    0.000 constraints.py:737(RotaryLimitJoint)
        1    0.000    0.000    0.000    0.000 darwin_hid.py:571(PygletDevice)
        1    0.000    0.000    0.000    0.000 {built-in method pygame.mixer_music.play}
        1    0.000    0.000    0.000    0.000 _make.py:2635(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:1496(Texture3D)
        1    0.000    0.000    0.000    0.000 :1(RectangleAttributes)
        1    0.000    0.000    0.000    0.000 constraints.py:808(GearJoint)
        1    0.000    0.000    0.000    0.000 _make.py:907(add_str)
        1    0.000    0.000    0.000    0.000 layout.py:205(_Line)
       14    0.000    0.000    0.000    0.000 inspect.py:2751(kind)
        2    0.000    0.000    0.000    0.000 inspect.py:729(getmro)
        1    0.000    0.000    0.000    0.000 easing.py:10(EasingData)
        1    0.000    0.000    0.000    0.000 <attrs generated init pytiled_parser.layer.TileLayer>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init pytiled_parser.tileset.Tileset>:1(<module>)
        1    0.000    0.000    0.000    0.000 :1(WangTileAttributes)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 tiled_object.py:74(Polyline)
        2    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       14    0.000    0.000    0.000    0.000 _make.py:854(<dictcomp>)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:94(__new__)
        6    0.000    0.000    0.000    0.000 runtime.py:795(__init__)
        1    0.000    0.000    0.000    0.000 <attrs generated init pytiled_parser.tileset.Tile>:1(<module>)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1272(XMLPullParser)
        1    0.000    0.000    0.000    0.000 __init__.py:460(AbstractImageSequence)
        1    0.000    0.000    0.000    0.000 contact_point_set.py:11(ContactPoint)
        1    0.000    0.000    0.000    0.000 viewstate.py:20(__init__)
       15    0.000    0.000    0.000    0.000 __init__.py:96(<lambda>)
        5    0.000    0.000    0.000    0.000 cooldown_keys.py:16(__init__)
        1    0.000    0.000    0.000    0.000 <attrs generated init pytiled_parser.layer.ObjectLayer>:1(<module>)
        1    0.000    0.000    0.000    0.000 _make.py:2633(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:688(SupportsInt)
        1    0.000    0.000    0.000    0.000 base.py:61(Device)
        1    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 :1(TransformationsAttributes)
        1    0.000    0.000    0.000    0.000 __init__.py:59(_ImageCodecRegistry)
        1    0.000    0.000    0.000    0.000 :1(WorldMapAttributes)
        1    0.000    0.000    0.000    0.000 document.py:726(_NoStyleRangeIterator)
        2    0.000    0.000    0.000    0.000 subprocess.py:1120(__del__)
        2    0.000    0.000    0.000    0.000 subprocess.py:268(_cleanup)
        9    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        3    0.000    0.000    0.000    0.000 dataclasses.py:1046(<listcomp>)
        1    0.000    0.000    0.000    0.000 :1(_DeepIterableAttributes)
        1    0.000    0.000    0.000    0.000 _make.py:2105(_assign_with_converter)
        1    0.000    0.000    0.000    0.000 query_info.py:38(SegmentQueryInfo)
        1    0.000    0.000    0.000    0.000 texture_render_target.py:6(RenderTargetTexture)
       14    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
       12    0.000    0.000    0.000    0.000 enum.py:178(__init__)
        2    0.000    0.000    0.000    0.000 warnings.py:487(__exit__)
        1    0.000    0.000    0.000    0.000 <attrs generated init pytiled_parser.layer.LayerGroup>:1(<module>)
        1    0.000    0.000    0.000    0.000 splash.py:22(SplashScreenView)
        3    0.000    0.000    0.000    0.000 dataclasses.py:397(<genexpr>)
        1    0.000    0.000    0.000    0.000 <attrs generated init pytiled_parser.layer.Layer>:1(<module>)
        1    0.000    0.000    0.000    0.000 :1(VersionInfoAttributes)
        1    0.000    0.000    0.000    0.000 __init__.py:1048(CompressedImageData)
        1    0.000    0.000    0.000    0.000 player.py:18(Player)
        1    0.000    0.000    0.000    0.000 base.py:269(Button)
        1    0.000    0.000    0.000    0.000 <attrs generated init pytiled_parser.layer.ImageLayer>:1(<module>)
        1    0.000    0.000    0.000    0.000 context.py:1041(Limits)
        1    0.000    0.000    0.000    0.000 _typing_attr.py:4(TypingAttrMixing)
        1    0.000    0.000    0.000    0.000 inspect.py:2077(_signature_is_functionlike)
        1    0.000    0.000    0.000    0.000 menuaction.py:4(MenuAction)
        1    0.000    0.000    0.000    0.000 constraints.py:840(SimpleMotor)
        1    0.000    0.000    0.000    0.000 sprite.py:1129(AnimatedTimeBasedSprite)
        1    0.000    0.000    0.000    0.000 __init__.py:1755(ImageGrid)
        1    0.000    0.000    0.000    0.000 base.py:305(Joystick)
        1    0.000    0.000    0.000    0.000 png.py:352(Writer)
        1    0.000    0.000    0.000    0.000 crt_filter.py:5(CRTFilter)
        9    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        4    0.000    0.000    0.000    0.000 <string>:2(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:3219(_always_object)
        2    0.000    0.000    0.000    0.000 typing.py:926(_is_typevar_like)
        3    0.000    0.000    0.000    0.000 dataclasses.py:1052(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:652(Protocol)
        1    0.000    0.000    0.000    0.000 base.py:229(AbsoluteAxis)
        1    0.000    0.000    0.000    0.000 __init__.py:1319(disable)
        1    0.000    0.000    0.000    0.000 macosx.py:1(<module>)
        4    0.000    0.000    0.000    0.000 viewstate.py:24(add_view)
        1    0.000    0.000    0.000    0.000 document.py:576(UnformattedDocument)
        1    0.000    0.000    0.000    0.000 particle.py:15(Particle)
       10    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 colors.py:1(Colors)
        8    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        3    0.000    0.000    0.000    0.000 __init__.py:1267(__init__)
        1    0.000    0.000    0.000    0.000 :1(ChunkAttributes)
        1    0.000    0.000    0.000    0.000 ElementTree.py:477(QName)
        1    0.000    0.000    0.000    0.000 __init__.py:1446(TextureRegion)
        1    0.000    0.000    0.000    0.000 darwin_hid.py:425(HIDDeviceElement)
        1    0.000    0.000    0.000    0.000 :1(_DeepMappingAttributes)
        2    0.000    0.000    0.000    0.000 model.py:12(qualify)
       10    0.000    0.000    0.000    0.000 typing.py:1028(<genexpr>)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1105(_ListDataStream)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:525(_ProtocolMeta)
        1    0.000    0.000    0.000    0.000 model.py:25(BaseTypeByIdentity)
        1    0.000    0.000    0.000    0.000 document.py:621(FormattedDocument)
        1    0.000    0.000    0.000    0.000 steeringbehaviour.py:14(BehaviorType)
        6    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        1    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:78(_check_methods)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:756(inner)
       11    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 validators.py:119(instance_of)
        1    0.000    0.000    0.000    0.000 :1(WorldAttributes)
        1    0.000    0.000    0.000    0.000 texture_atlas.py:46(AtlasRegion)
        1    0.000    0.000    0.000    0.000 validators.py:632(_subclass_of)
        1    0.000    0.000    0.000    0.000 TiffTags.py:23(TagInfo)
        1    0.000    0.000    0.000    0.000 __init__.py:991(ImageDataRegion)
        2    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
        1    0.000    0.000    0.000    0.000 {built-in method pygame.font.init}
        1    0.000    0.000    0.000    0.000 :1(_NumberValidatorAttributes)
        1    0.000    0.000    0.000    0.000 <attrs generated init pytiled_parser.tiled_object.Tile>:1(<module>)
        1    0.000    0.000    0.000    0.000 document.py:179(InlineElement)
        1    0.000    0.000    0.000    0.000 __init__.py:370(_FuncPtr)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1310(TypeVar)
        1    0.000    0.000    0.000    0.000 __init__.py:2074(BufferImage)
        1    0.000    0.000    0.000    0.000 bmp.py:92(BITMAPV4HEADER)
        1    0.000    0.000    0.000    0.000 query_info.py:67(ShapeQueryInfo)
        1    0.000    0.000    0.000    0.000 world.py:64(RawPattern)
        1    0.000    0.000    0.000    0.000 model.py:345(StructOrUnion)
        1    0.000    0.000    0.000    0.000 __init__.py:124(ImageDecoder)
        2    0.000    0.000    0.000    0.000 app.py:159(manifest_key_value)
        1    0.000    0.000    0.000    0.000 converters.py:54(default_if_none)
        1    0.000    0.000    0.000    0.000 agent.py:44(Agent)
        1    0.000    0.000    0.000    0.000 <attrs generated init pytiled_parser.tiled_object.TiledObject>:1(<module>)
        1    0.000    0.000    0.000    0.000 tileset.py:62(Transformations)
        4    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 :1(_NotValidatorAttributes)
        1    0.000    0.000    0.000    0.000 quartz.py:48(QuartzImageDecoder)
        1    0.000    0.000    0.000    0.000 __init__.py:1720(getEffectiveLevel)
        3    0.000    0.000    0.000    0.000 {method 'to_bytes' of 'int' objects}
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2820(Doc)
        1    0.000    0.000    0.000    0.000 gzip.py:455(_GzipReader)
        1    0.000    0.000    0.000    0.000 context.py:990(ContextStats)
        2    0.000    0.000    0.000    0.000 quartz.py:140(get_decoders)
        1    0.000    0.000    0.000    0.000 bloom_filter.py:7(BloomFilter)
        2    0.000    0.000    0.000    0.000 warnings.py:440(__init__)
        1    0.000    0.000    0.000    0.000 audio.py:10(SoundMaster)
        1    0.000    0.000    0.000    0.000 common_types.py:8(Color)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:732(SupportsAbs)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:743(SupportsRound)
        1    0.000    0.000    0.000    0.000 __init__.py:1850(TextureGrid)
        1    0.000    0.000    0.000    0.000 atlas.py:93(Allocator)
        1    0.000    0.000    0.000    0.000 emitter.py:25(EmitBurst)
        1    0.000    0.000    0.000    0.000 sprite.py:1179(AnimatedWalkingSprite)
        1    0.000    0.000    0.000    0.000 menu.py:20(MainMenuView)
        5    0.000    0.000    0.000    0.000 math.py:76(__init__)
        7    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 :1(_AndValidatorAttributes)
        1    0.000    0.000    0.000    0.000 pymunk_physics_engine.py:16(PymunkPhysicsObject)
        1    0.000    0.000    0.000    0.000 layout.py:687(TextLayoutGroup)
        2    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:812(__init__)
        1    0.000    0.000    0.000    0.000 atlas.py:71(_Strip)
        1    0.000    0.000    0.000    0.000 particle.py:81(LifetimeParticle)
        1    0.000    0.000    0.000    0.000 layout.py:301(_GlyphBox)
        1    0.000    0.000    0.000    0.000 layout.py:727(ScrollableTextLayoutGroup)
        1    0.000    0.000    0.000    0.000 ImageFont.py:86(ImageFont)
        1    0.000    0.000    0.000    0.000 platform.py:772(_unknown_as_blank)
        2    0.000    0.000    0.000    0.000 __init__.py:101(CFunctionType)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:697(SupportsFloat)
        1    0.000    0.000    0.000    0.000 __init__.py:1978(BufferManager)
        1    0.000    0.000    0.000    0.000 <attrs generated init pytiled_parser.tiled_map.TiledMap>:1(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:441(_E)
        2    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        9    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 _config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 :1(_ProvidesValidatorAttributes)
        1    0.000    0.000    0.000    0.000 validators.py:344(_IsCallableValidator)
        1    0.000    0.000    0.000    0.000 _make.py:2788(Factory)
        1    0.000    0.000    0.000    0.000 model.py:160(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:285(CheckerImagePattern)
        1    0.000    0.000    0.000    0.000 sprite.py:1118(AnimationKeyframe)
        1    0.000    0.000    0.000    0.000 emitter.py:71(EmitterIntervalWithCount)
        1    0.000    0.000    0.000    0.000 runlist.py:50(RunList)
        1    0.000    0.000    0.000    0.000 :1(_OptionalValidatorAttributes)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:706(SupportsComplex)
        1    0.000    0.000    0.000    0.000 <attrs generated init pytiled_parser.tiled_object.Rectangle>:1(<module>)
        1    0.000    0.000    0.000    0.000 properties.py:15(RawProperty)
        1    0.000    0.000    0.000    0.000 tileset.py:19(Grid)
        1    0.000    0.000    0.000    0.000 world.py:25(WorldMap)
        1    0.000    0.000    0.000    0.000 types.py:89(AttribFormat)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:22(GimpPaletteFile)
        1    0.000    0.000    0.000    0.000 base.py:139(Glyph)
        1    0.000    0.000    0.000    0.000 cooldown_keys.py:15(CooldownKey)
        1    0.000    0.000    0.000    0.000 typing.py:444(__init__)
        1    0.000    0.000    0.000    0.000 <attrs generated init pytiled_parser.tiled_object.Ellipse>:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:298(__init__)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:19(PaletteFile)
        1    0.000    0.000    0.000    0.000 base.py:900(AppleRemote)
        1    0.000    0.000    0.000    0.000 particle.py:59(EternalParticle)
        1    0.000    0.000    0.000    0.000 gzip.py:75(_PaddedFile)
        5    0.000    0.000    0.000    0.000 cooldown_keys.py:22(reset)
        1    0.000    0.000    0.000    0.000 texteffect.py:4(FlashText)
        1    0.000    0.000    0.000    0.000 <attrs generated init pytiled_parser.tiled_object.Point>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init pytiled_parser.tiled_object.Polyline>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:266(SolidColorImagePattern)
        1    0.000    0.000    0.000    0.000 png.py:1260(Image)
        1    0.000    0.000    0.000    0.000 :1(_InValidatorAttributes)
        1    0.000    0.000    0.000    0.000 <attrs generated init pytiled_parser.tiled_object.Polygon>:1(<module>)
        1    0.000    0.000    0.000    0.000 pil.py:44(PILImageDecoder)
        1    0.000    0.000    0.000    0.000 results.py:19(ResultsView)
        4    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 validators.py:265(__call__)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:873(<lambda>)
        1    0.000    0.000    0.000    0.000 types.py:306(TypeInfo)
        1    0.000    0.000    0.000    0.000 bmp.py:74(BITMAPINFOHEADER)
        1    0.000    0.000    0.000    0.000 base.py:198(GlyphTextureAtlas)
        2    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        1    0.000    0.000    0.000    0.000 typing_extensions.py:715(SupportsBytes)
        1    0.000    0.000    0.000    0.000 <attrs generated init pytiled_parser.tileset.Transformations>:1(<module>)
        1    0.000    0.000    0.000    0.000 particle.py:111(FadeParticle)
        1    0.000    0.000    0.000    0.000 layout.py:501(_InvalidRange)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2011(TypeVarTuple)
        1    0.000    0.000    0.000    0.000 emitter.py:14(EmitController)
        2    0.000    0.000    0.000    0.000 inspect.py:292(isclass)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1403(ParamSpec)
        1    0.000    0.000    0.000    0.000 layout.py:466(_InlineElementBox)
        1    0.000    0.000    0.000    0.000 layout.py:279(_AbstractBox)
        1    0.000    0.000    0.000    0.000 inspect.py:310(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:788(_TypedDictMeta)
        4    0.000    0.000    0.000    0.000 {method 'replace' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 texteffect.py:29(SlideText)
        1    0.000    0.000    0.000    0.000 bmp.py:64(BITMAPFILEHEADER)
        1    0.000    0.000    0.000    0.000 emitter.py:87(EmitterIntervalWithTime)
        6    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 __init__.py:2121(ColorBufferImage)
        1    0.000    0.000    0.000    0.000 emitter.py:41(EmitMaintainCount)
        4    0.000    0.000    0.000    0.000 typing.py:405(__init_subclass__)
        1    0.000    0.000    0.000    0.000 atlas.py:176(TextureAtlas)
        2    0.000    0.000    0.000    0.000 bmp.py:353(get_decoders)
        1    0.000    0.000    0.000    0.000 emitter.py:53(EmitInterval)
        2    0.000    0.000    0.000    0.000 dds.py:219(get_decoders)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 _make.py:78(_CacheHashWrapper)
        1    0.000    0.000    0.000    0.000 model.py:328(StructOrUnionOrEnum)
        1    0.000    0.000    0.000    0.000 model.py:490(EnumType)
        1    0.000    0.000    0.000    0.000 __init__.py:2141(DepthBufferImage)
        1    0.000    0.000    0.000    0.000 typing.py:913(__repr__)
        1    0.000    0.000    0.000    0.000 _compat.py:31(_AnnotationExtractor)
        1    0.000    0.000    0.000    0.000 bmp.py:126(RGBQUAD)
        1    0.000    0.000    0.000    0.000 buffered_draw_commands.py:31(Shape)
        1    0.000    0.000    0.000    0.000 base.py:1135(ControllerManager)
        1    0.000    0.000    0.000    0.000 controller.py:70(Relation)
        1    0.000    0.000    0.000    0.000 darwin_hid.py:685(DarwinControllerManager)
        1    0.000    0.000    0.000    0.000 paths.py:177(AStarBarrierList)
        1    0.000    0.000    0.000    0.000 world.py:72(RawWorldMap)
        1    0.000    0.000    0.000    0.000 model.py:294(ArrayType)
        1    0.000    0.000    0.000    0.000 pil.py:78(PILImageEncoder)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:66(GradientFile)
        1    0.000    0.000    0.000    0.000 layout.py:795(ScrollableTextDecorationGroup)
        1    0.000    0.000    0.000    0.000 layout.py:256(_StaticLayoutContext)
        1    0.000    0.000    0.000    0.000 ImageFont.py:841(TransposedFont)
        3    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
        1    0.000    0.000    0.000    0.000 common_types.py:24(Size)
        4    0.000    0.000    0.000    0.000 subprocess.py:1966(_internal_poll)
        1    0.000    0.000    0.000    0.000 __init__.py:249(ImagePattern)
        1    0.000    0.000    0.000    0.000 atlas.py:221(TextureBin)
        1    0.000    0.000    0.000    0.000 darwin_hid.py:249(HIDValue)
        4    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        4    0.000    0.000    0.000    0.000 viewstate.py:2(__init__)
        2    0.000    0.000    0.000    0.000 pil.py:112(get_decoders)
        2    0.000    0.000    0.000    0.000 validators.py:346(__call__)
        1    0.000    0.000    0.000    0.000 <attrs generated init pytiled_parser.wang_set.WangColor>:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:1020(TabletCanvas)
        1    0.000    0.000    0.000    0.000 runlist.py:290(RunIterator)
        5    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._IsCallableValidator>:1(__init__)
        1    0.000    0.000    0.000    0.000 animation.py:194(AnimationFrame)
        4    0.000    0.000    0.000    0.000 __init__.py:126(get_animation_file_extensions)
        1    0.000    0.000    0.000    0.000 dds.py:105(DDSURFACEDESC2)
        2    0.000    0.000    0.000    0.000 png.py:108(get_decoders)
        1    0.000    0.000    0.000    0.000 runlist.py:41(_Run)
        1    0.000    0.000    0.000    0.000 :1(_MaxLengthValidatorAttributes)
        2    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._OptionalValidator>:1(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:90(RLock)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:755(_ensure_subclassable)
        1    0.000    0.000    0.000    0.000 tileset.py:41(Frame)
        1    0.000    0.000    0.000    0.000 sprite.py:1354(SpriteSolidColor)
        1    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 inspect.py:505(isbuiltin)
        1    0.000    0.000    0.000    0.000 exceptions.py:77(NotCallableError)
        1    0.000    0.000    0.000    0.000 ElementPath.py:350(_SelectorContext)
        1    0.000    0.000    0.000    0.000 <attrs generated init pytiled_parser.wang_set.WangSet>:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:178(UnknownIntegerType)
        1    0.000    0.000    0.000    0.000 sprite.py:1386(SpriteCircle)
        1    0.000    0.000    0.000    0.000 quartz.py:52(QuartzGlyphRenderer)
        2    0.000    0.000    0.000    0.000 __init__.py:428(__init__)
        1    0.000    0.000    0.000    0.000 quartz.py:49(get_file_extensions)
        1    0.000    0.000    0.000    0.000 pil.py:116(get_encoders)
        6    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 :1(_SubclassOfValidatorAttributes)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1304(_TypeVarLikeMeta)
        1    0.000    0.000    0.000    0.000 model.py:224(RawFunctionType)
        1    0.000    0.000    0.000    0.000 camera.py:11(Camera)
        2    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        4    0.000    0.000    0.000    0.000 subprocess.py:1311(_on_error_fd_closer)
        1    0.000    0.000    0.000    0.000 debug.py:1(<module>)
        1    0.000    0.000    0.000    0.000 :1(_MinLengthValidatorAttributes)
        1    0.000    0.000    0.000    0.000 model.py:72(BaseType)
        1    0.000    0.000    0.000    0.000 layout.py:269(_IncrementalLayoutContext)
        1    0.000    0.000    0.000    0.000 runlist.py:429(ConstRunIterator)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._DeepIterable>:1(<module>)
        1    0.000    0.000    0.000    0.000 png.py:78(PNGImageEncoder)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:104(GimpGradientFile)
        2    0.000    0.000    0.000    0.000 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr.validators._InstanceOfValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:4(FrozenError)
        1    0.000    0.000    0.000    0.000 ImageMode.py:22(ModeDescriptor)
        1    0.000    0.000    0.000    0.000 _util.py:14(DeferredError)
        1    0.000    0.000    0.000    0.000 model.py:261(PointerType)
        1    0.000    0.000    0.000    0.000 dds.py:151(DDSImageDecoder)
        1    0.000    0.000    0.000    0.000 base.py:1115(TabletCursor)
        1    0.000    0.000    0.000    0.000 __init__.py:411(Label)
        1    0.000    0.000    0.000    0.000 runlist.py:319(OverriddenRunIterator)
        1    0.000    0.000    0.000    0.000 layout.py:773(TextDecorationGroup)
        4    0.000    0.000    0.000    0.000 inspect.py:2743(default)
        1    0.000    0.000    0.000    0.000 __init__.py:74(_make_getattr)
        1    0.000    0.000    0.000    0.000 __init__.py:1565(TextureArrayRegion)
        1    0.000    0.000    0.000    0.000 __init__.py:152(ImageEncoder)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        3    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._DeepMapping>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init pytiled_parser.world.World>:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:239(FunctionPtrType)
        1    0.000    0.000    0.000    0.000 bmp.py:117(RGBFields)
        1    0.000    0.000    0.000    0.000 base.py:49(DeviceException)
        1    0.000    0.000    0.000    0.000 sprite.py:49(PyMunk)
        1    0.000    0.000    0.000    0.000 __init__.py:1273(append)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1296(_DefaultMixin)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2409(_NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 runlist.py:365(FilteredRunIterator)
        1    0.000    0.000    0.000    0.000 ImageFont.py:55(_ImagingFtNotInstalled)
        1    0.000    0.000    0.000    0.000 base.py:207(GlyphTextureBin)
        4    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 runtime.py:897(get_class_method)
        1    0.000    0.000    0.000    0.000 common_types.py:36(OrderedPair)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:140(_Sentinel)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1976(_UnpackSpecialForm)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.wang_set.WangColor>:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:996(Tablet)
        1    0.000    0.000    0.000    0.000 runlist.py:230(AbstractRunIterator)
        1    0.000    0.000    0.000    0.000 document.py:707(_FontStyleRunsRangeIterator)
        4    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        4    0.000    0.000    0.000    0.000 inspect.py:3032(parameters)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr.validators._OptionalValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 error.py:5(CDefError)
